area_m2,num_rooms,age,distance_city_center,neighborhood,has_garage,price
103.30071494781788,2,25.333160452479373,4.571119174492509,A,No,197408.1502738005
148.24128384611384,2,16.61560196039135,5.975266583210984,A,No,297258.40770619886
196.63938810099884,3,22.49725449373408,1.5545344531245888,A,Yes,384832.8079202185
34.32978017079995,5,18.421142676651893,5.39105554066063,A,No,176140.90345275
148.76227560819476,3,5.2010822677275605,7.547075716767438,A,Yes,356101.94403637707
138.68290462391275,2,,14.204651821116293,A,No,252318.59674228728
150.66890127402243,3,12.172037802794566,8.770093002663073,C,Yes,277801.23441158055
155.2803778029587,3,36.037401149767746,2.8767285797416244,B,Yes,260101.71189370684
152.35002637271793,3,17.049967917174417,1.2225436579316395,B,Yes,361317.9038353332
82.11340610959006,2,20.5806129863393,11.074661015832953,B,Yes,172109.91120325847
,3,9.877483309019276,0.3735130466454803,B,Yes,304248.44079404336
94.76558244215882,5,8.845537674885469,0.40184652128544684,A,Yes,329182.46058424516
62.4630865569476,3,28.076285058365155,17.90824036749694,B,No,100495.61994980818
146.0881978369818,4,41.3359554669771,4.132433032501023,B,No,326135.48505949427
159.39782421963838,3,6.4751221578287055,4.014757770552175,A,No,347458.6985684688
,1,31.693762201340817,0.4209784565780479,B,Yes,154887.1176248522
135.4734578974374,5,34.1728299887237,0.4058061902441587,C,No,332896.4381402267
137.06339580594005,1,32.078459696966384,11.90903714669406,C,Yes,249683.96385251492
204.25845107214565,3,11.7951992087695,6.896529611902984,B,Yes,395771.2691182406
112.08537879202083,1,43.192805080316965,3.117952995609344,B,No,204179.11951315668
110.06398812684486,1,32.093913696411605,17.49169270335642,C,Yes,157324.76001275974
188.5527157382665,1,14.289532038936343,11.00811320601258,C,No,261373.07768858277
109.057350548677,1,29.85883281310532,1.9999375693801111,A,Yes,217675.75548181275
173.8990384014437,5,16.845249673735797,0.2841249683738922,C,Yes,363729.06654305727
133.72877372981486,2,25.21213523864321,2.512249419821111,B,Yes,290518.6303681112
84.17299645148543,5,-16.284959132968922,1.5680417088240666,B,Yes,199711.82665043586
204.73005236287167,3,25.793090539308015,0.6646053300397537,C,Yes,358078.3860807691
108.55608826544044,2,-12.148730215587676,0.3050492808546484,B,No,221462.5016330969
518.9166106273763,4,15.728131490180857,0.3368527040676712,A,Yes,345245.44810209615
95.24098928385698,4,,0.477110352848626,C,No,257681.56186676578
185.5139991159401,4,16.299898324961912,0.28206357898813045,A,Yes,399862.92940398713
117.67521561930187,1,4.938983849571713,2.5052146920697687,B,No,190706.174121638
46.52238899310541,5,39.173650070419086,3.5023079998149815,A,Yes,180570.6353666351
88.85987219787765,1,4.910588281801722,20.506463754767275,A,Yes,160830.05827043726
153.32800918491318,2,-4.827955410602858,2.1485605979817968,A,Yes,383215.54309118737
,1,43.323437843804086,15.499266847413956,C,No,150649.73076554431
142.17580522330235,4,28.194935113280994,4.148279061958408,A,No,310050.25327773066
103.66100415438571,5,28.415914186946623,15.94815848722389,A,Yes,250583.5075698258
101.43622616635183,3,-2.7554798214115337,0.22521074437992591,A,No,289849.5761218492
546.8814311413355,2,39.43343904507045,1.7235130579328664,C,Yes,273093.04043670173
142.98148475582025,3,33.274888021653624,2.817810735229302,A,No,285094.6409984203
50.132635384688,2,26.98226980441411,0.04038283621383383,A,No,148652.73075311806
,1,24.32759169564004,3.5910440567067847,A,No,315206.84680883883
69.46756853398071,1,8.478868865328405,6.861382000156693,C,No,156912.16786772897
109.70553030261823,2,21.361190574321352,5.378679547463369,C,Yes,222143.59828083613
81.31075665510957,1,,1.557661173506283,B,No,142437.3124760166
71.73323705100296,2,17.86308445266728,6.167052340555227,B,Yes,208368.17747802928
226.7445607721802,2,18.57153041665454,2.3375012510709468,A,Yes,427413.091984875
21.154414208218157,1,22.680111896076284,1.1685533305508906,C,Yes,79230.95198954252
122.9046570478395,2,30.182049254665156,4.16149092747801,A,No,265138.4403234672
103.69546609419274,1,20.392943727753533,1.8186627979091519,A,Yes,277563.06285054877
74.19596605230585,1,1.9399166687557745,3.3904782518092706,C,Yes,144434.09472325057
27.062824885883927,4,31.365314825663685,0.4886233437679308,A,Yes,218670.55433052054
123.3769367090655,1,-4.957468306366778,0.10698107183359347,B,Yes,275671.84043946926
148.4349794208218,4,-10.990486862120576,15.832143589671514,C,Yes,313548.9475556548
153.11525128593593,2,-3.1785039061610476,2.218737824889624,A,Yes,319419.4404397073
,4,26.691797062057592,12.942937067284637,A,No,225597.8895999725
99.68040402872371,5,-0.409505411134365,8.9627562208665,C,Yes,258542.30401456152
222.0457701278862,2,15.020968544405063,1.6143939570546952,A,Yes,450656.7446767323
52.56141549950124,5,35.784455591893504,8.496300083407943,C,Yes,143558.95386902106
100.86282146908701,4,34.67490612742982,9.122681161593908,B,No,141364.82283473862
167.17962468959385,4,30.272163408568762,6.675416134289344,B,No,372564.93599174195
119.72108308706984,5,24.872639547898206,14.037197628513407,A,Yes,264169.35112427414
,4,41.79871291934513,2.4509496952748138,A,Yes,302311.04546677653
128.8306111905655,2,,2.1510209759090646,B,No,243231.17450350913
,1,-0.07016997627996702,1.4170646394873796,A,Yes,296589.28077270143
78.46943135062617,4,14.003189134315537,10.249797221765055,C,Yes,163560.62875183707
108.05563417240077,2,16.30431261619231,9.18819708505631,B,No,246041.98143287617
134.97969558049317,2,17.728009430326875,1.4378160259913115,C,Yes,303942.43029092514
153.9208024323841,4,12.499781790535948,2.122919894717913,A,No,345257.1819346258
76.1841697882177,1,19.722002725674383,3.0535455076902247,B,Yes,154378.92803536967
103.49110775129662,5,27.828639818032112,1.284516361922687,A,No,220311.14157907106
70.87169340149401,2,36.46174564516107,1.244146560926577,A,No,164389.1971114467
156.97574330234943,4,29.092011541131562,8.127473506258603,B,Yes,332348.5337267993
129.3046506852588,1,48.94762105781332,5.000132166172275,C,Yes,218283.42486213165
94.20252494230797,2,30.59942310747324,8.635949162398184,C,No,112583.93078654142
133.27265599819017,1,7.649133245088898,1.0043836909060402,C,Yes,224320.89354489208
183.19288490114803,1,24.979945051495505,0.1433044595438145,C,Yes,343574.31181084964
180.22186572045712,5,-11.454664255826376,5.361357781271239,A,Yes,438142.1170752605
138.44330230714712,4,5.159668519440363,5.6211551386366505,C,Yes,334894.58606403496
-20.216057668562712,2,19.607893667654157,0.8536203866311451,A,No,58655.85871903188
127.12359358438253,3,25.20217920774114,0.11163031191688441,A,Yes,293978.46402089606
118.48687452353097,2,18.907307977502768,3.1305526682712905,C,Yes,224684.7981389683
153.24783059773762,5,16.81448163329368,6.1551079662763115,B,Yes,306210.1866410439
99.12217348132572,5,-8.069427891569408,0.405548466420688,B,Yes,279826.0776230201
70.35847567134776,1,17.970918182244784,3.43107850355935,C,No,143345.14190621604
129.35418344007067,2,5.626485295572378,7.0272611968766,A,Yes,286642.27418422187
76.69004572405052,3,7.831756139861042,4.1248443723624,C,Yes,217182.50593164036
129.74686730723457,2,19.3751436544807,3.617185670214117,A,Yes,301008.0252998821
146.74340297068414,3,20.887284837247787,4.572205601130192,B,No,243446.75178598598
171.87853972026258,4,52.55189007329844,3.3490051578863937,B,No,283970.79795211897
,5,26.447589657706402,7.831791432597059,A,Yes,368051.0928190398
195.63545622460623,2,15.170464912071788,13.867427968818223,C,Yes,336334.4797268365
107.2975549172481,1,9.547714267077698,0.2305312021761277,C,No,237553.17105076765
113.22959182790247,3,31.753700197362875,2.0980123231563774,B,No,246764.59734682058
27.56921002427518,1,37.74944651936508,0.5407488527796929,C,Yes,83240.10164337012
97.62001855001343,3,9.84927332777595,9.936149291921877,B,Yes,239041.27105976376
127.8847299980905,2,7.211799718537822,3.3229764387632637,A,No,275089.5787677932
188.45484191779553,2,18.64573648653409,6.034737962190876,A,Yes,397369.91586925334
520.6308352734403,1,14.084721541683948,7.380797942473919,C,Yes,201390.47253001895
195.2531898347563,4,31.208284702140887,13.048339822963174,A,Yes,361192.40144175786
83.58156787135621,5,21.193577491042035,15.094281007657628,C,Yes,140284.5827180376
55.64318828491095,4,-0.3178554247811718,2.650289480689959,A,Yes,180711.54628352085
141.18199284972758,4,-5.26414713417649,2.091007851595709,A,No,314653.5109309848
102.41210119868464,4,5.8795836723383275,13.864988097537763,C,No,214420.54257074324
